m_2967,100,19,92,nan,nan,41.31,33.64,8
m_2967,120,20,92,nan,nan,41.31,33.64,2
m_2967,150,21,92,nan,nan,41.31,33.64,2
m_2967,490,28,95,nan,nan,41.31,33.65,5
m_2967,500,27,95,nan,nan,41.31,33.65,5
m_2967,550,28,95,nan,nan,41.31,33.65,3
m_2967,560,26,95,nan,nan,41.31,33.65,3
m_2967,620,28,95,nan,nan,41.31,33.65,4
m_2967,680,24,93,nan,nan,41.32,33.65,4
m_2967,890,20,92,nan,nan,41.32,33.65,3
m_2967,990,28,93,nan,nan,41.32,33.65,3
m_2967,1100,30,94,nan,nan,41.32,33.65,2
m_2967,1220,29,95,nan,nan,41.32,33.66,2
m_2967,1360,29,90,nan,nan,41.33,33.66,2
m_2967,1540,26,91,nan,nan,41.33,33.66,2
m_2967,1640,40,92,nan,nan,41.33,33.66,3
m_2967,1690,37,92,nan,nan,41.33,33.66,6
m_2967,1780,32,93,nan,nan,41.33,33.66,3
m_2967,1830,36,94,nan,nan,41.33,33.66,4
m_2967,1850,35,94,nan,nan,41.33,33.66,4
m_2967,1930,28,90,nan,nan,41.34,33.66,3
m_2967,1960,27,89,nan,nan,41.34,33.66,3
m_2967,1980,30,90,nan,nan,41.34,33.66,4
m_2967,2020,27,89,nan,nan,41.34,33.66,4
m_2967,2030,26,89,nan,nan,41.34,33.66,4
m_2967,2160,21,88,nan,nan,41.34,33.67,3
m_2967,2200,20,87,nan,nan,41.34,33.67,3
m_2967,2380,21,87,nan,nan,41.34,33.67,3
m_2967,2430,23,88,nan,nan,41.34,33.67,2
m_2967,2450,27,89,nan,nan,41.34,33.67,2
m_2967,2530,37,90,nan,nan,41.35,33.67,2
m_2967,2550,34,90,nan,nan,41.35,33.67,2
m_2967,2690,22,90,nan,nan,41.35,33.67,3
m_2967,2710,27,90,nan,nan,41.35,33.67,3
m_2967,3030,33,91,nan,nan,41.35,33.68,3
m_2967,3040,35,92,nan,nan,41.35,33.68,3
m_2967,3110,32,91,nan,nan,41.36,33.68,3
m_2967,3160,31,91,nan,nan,41.36,33.68,3
m_2967,3330,27,90,nan,nan,41.36,33.68,2
m_2967,3420,38,92,nan,nan,41.36,33.68,3
m_2967,3530,26,91,nan,nan,41.36,33.68,3
m_2967,3640,30,92,nan,nan,41.36,33.68,2
m_2967,3650,31,92,nan,nan,41.36,33.68,2
m_2967,3660,30,93,nan,nan,41.36,33.68,3
m_2967,3670,30,93,nan,nan,41.36,33.68,3
m_2967,3690,29,93,nan,nan,41.36,33.68,3
m_2967,3700,28,93,nan,nan,41.36,33.68,3
m_2967,3810,35,96,nan,nan,41.37,33.68,3
m_2967,3970,30,96,nan,nan,41.37,33.69,2
m_2967,4020,32,96,nan,nan,41.37,33.69,3
m_2967,4130,25,93,nan,nan,41.37,33.69,4
m_2967,4160,26,92,nan,nan,41.37,33.69,3
m_2967,4250,32,92,nan,nan,41.37,33.69,2
m_2967,4370,21,91,nan,nan,41.37,33.69,3
m_2967,4430,19,88,nan,nan,41.38,33.69,3
m_2967,4440,21,88,nan,nan,41.38,33.69,2
m_2967,4520,23,89,nan,nan,41.38,33.69,2
m_2967,4860,43,91,nan,nan,41.39,33.7,4
m_2967,4910,37,86,nan,nan,41.39,33.7,4
m_2967,4920,36,86,nan,nan,41.39,33.7,7
m_2967,5000,33,85,nan,nan,41.39,33.7,4
m_2967,5080,28,85,nan,nan,41.39,33.7,3
m_2967,5090,31,85,nan,nan,41.39,33.7,3
m_2967,5220,36,86,nan,nan,41.39,33.7,3
m_2967,5330,29,83,nan,nan,41.39,33.7,7
m_2967,5390,30,84,nan,nan,41.39,33.7,3
m_2967,5510,40,87,nan,nan,41.4,33.7,3
m_2967,5710,43,89,nan,nan,41.4,33.71,6
m_2967,5730,42,89,nan,nan,41.4,33.71,6
m_2967,5780,36,87,nan,nan,41.4,33.71,3
m_2967,6000,30,87,nan,nan,41.41,33.71,3
m_2967,6340,34,88,nan,nan,41.41,33.72,5
m_2967,6430,33,86,nan,nan,41.41,33.72,6
m_2967,6450,34,86,nan,nan,41.42,33.72,6
m_2967,6490,30,86,nan,nan,41.42,33.72,4
m_2967,6530,28,88,nan,nan,41.42,33.72,4
m_2967,6560,27,87,nan,nan,41.42,33.72,4
m_2967,6640,32,88,nan,nan,41.42,33.72,5
m_2967,6820,32,87,nan,nan,41.42,33.72,3
m_2967,6890,32,88,nan,nan,41.42,33.72,3
m_2967,6900,31,88,nan,nan,41.42,33.72,3
m_2967,6920,32,88,nan,nan,41.42,33.72,3
m_2967,6950,29,88,nan,nan,41.42,33.72,3
m_2967,7000,31,88,nan,nan,41.42,33.72,3
m_2967,7030,28,88,nan,nan,41.42,33.73,5
m_2967,7340,37,91,nan,nan,41.43,33.73,3
m_2967,7640,31,89,nan,nan,41.44,33.73,3
m_2967,7670,31,90,nan,nan,41.44,33.73,3
m_2967,7730,27,89,nan,nan,41.44,33.73,3
m_2967,7800,28,89,nan,nan,41.44,33.74,3
m_2967,7900,46,90,nan,nan,41.44,33.74,4
m_2967,7970,48,88,nan,nan,41.44,33.74,6
m_2967,8010,38,89,nan,nan,41.44,33.74,4
m_2967,8080,36,89,nan,nan,41.45,33.74,6
m_2967,8140,36,87,nan,nan,41.45,33.74,3
m_2967,8410,48,86,nan,nan,41.45,33.75,4
m_2967,8600,33,85,nan,nan,41.46,33.75,5
m_2967,8620,30,86,nan,nan,41.46,33.75,5
m_2967,8630,34,86,nan,nan,41.46,33.75,5
m_2967,8770,30,85,nan,nan,41.46,33.75,4
m_2967,8910,32,85,nan,nan,41.47,33.75,3
m_2967,8940,25,84,nan,nan,41.47,33.75,3
m_2967,9240,33,86,nan,nan,41.47,33.76,3
m_2967,9320,32,87,nan,nan,41.47,33.76,2
m_2967,9340,33,87,nan,nan,41.47,33.76,2
m_2967,9490,28,85,nan,nan,41.48,33.76,3
m_2967,10320,39,88,nan,nan,41.49,33.77,4
m_2967,10420,30,89,nan,nan,41.49,33.77,8
m_2967,10510,32,89,nan,nan,41.5,33.77,3
m_2967,10550,27,88,nan,nan,41.5,33.77,3
m_2967,10630,27,86,nan,nan,41.5,33.77,3
m_2967,10660,26,86,nan,nan,41.5,33.77,3
m_2967,10750,26,87,nan,nan,41.5,33.77,3
m_2967,10790,28,88,nan,nan,41.5,33.77,3
m_2967,10830,29,88,nan,nan,41.5,33.77,3
m_2967,10840,30,87,nan,nan,41.5,33.77,3
m_2967,10930,26,87,nan,nan,41.5,33.77,4
m_2967,10940,23,87,nan,nan,41.5,33.77,4
m_2967,11020,27,88,nan,nan,41.51,33.77,3
m_2967,11200,23,89,nan,nan,41.51,33.78,7
m_2967,11350,23,90,nan,nan,41.52,33.78,4
m_2967,11530,29,85,nan,nan,41.52,33.78,4
m_2967,11540,22,85,nan,nan,41.52,33.78,4
m_2967,11600,29,85,nan,nan,41.52,33.78,4
m_2967,11650,30,86,nan,nan,41.52,33.78,3
m_2967,11670,27,85,nan,nan,41.52,33.78,3
m_2967,11870,28,86,nan,nan,41.53,33.78,3
m_2967,11920,19,85,nan,nan,41.53,33.78,3
m_2967,12010,31,86,nan,nan,41.53,33.79,3
m_2967,12020,28,86,nan,nan,41.53,33.79,3
m_2967,12110,27,86,nan,nan,41.53,33.79,2
m_2967,12170,30,86,nan,nan,41.53,33.79,4
m_2967,12250,38,88,nan,nan,41.53,33.79,4
m_2967,12360,53,92,nan,nan,41.53,33.79,3
m_2967,12660,36,89,nan,nan,41.54,33.79,3
m_2967,12720,31,87,nan,nan,41.54,33.79,4
m_2967,12990,32,85,nan,nan,41.55,33.8,6
m_2967,13000,30,85,nan,nan,41.55,33.8,6
m_2967,13270,33,88,nan,nan,41.55,33.8,6
m_2967,13300,47,88,nan,nan,41.55,33.8,6
m_2967,13340,43,90,nan,nan,41.55,33.8,6
m_2967,13430,36,92,nan,nan,41.55,33.8,4
m_2967,13520,30,92,nan,nan,41.56,33.8,3
m_2967,13600,24,88,nan,nan,41.56,33.8,4
m_2967,13790,35,91,nan,nan,41.56,33.81,2
m_2967,13840,35,91,nan,nan,41.56,33.81,3
m_2967,13940,37,90,nan,nan,41.57,33.81,3
m_2967,14050,36,89,nan,nan,41.57,33.81,4
m_2967,14330,52,95,nan,nan,41.58,33.81,3
m_2967,14420,31,93,nan,nan,41.58,33.81,4
m_2967,14620,41,92,nan,nan,41.58,33.81,3
m_2967,14700,48,94,nan,nan,41.58,33.82,10
m_2967,14950,35,93,nan,nan,41.59,33.82,5
m_2967,15040,35,93,nan,nan,41.59,33.82,10
m_2967,15070,47,93,nan,nan,41.59,33.82,7
m_2967,16220,33,92,nan,nan,41.61,33.83,4
m_2967,16330,36,92,nan,nan,41.62,33.84,4
m_2967,16500,26,93,nan,nan,41.62,33.84,4
m_2967,16510,30,93,nan,nan,41.62,33.84,4
m_2967,16580,26,94,nan,nan,41.62,33.84,2
m_2967,16600,26,94,nan,nan,41.62,33.84,2
m_2967,16650,28,93,nan,nan,41.62,33.84,2
m_2967,16680,28,93,nan,nan,41.62,33.84,3
m_2967,16720,24,92,nan,nan,41.62,33.84,3
m_2967,16780,26,91,nan,nan,41.63,33.84,5
m_2967,16790,26,92,nan,nan,41.63,33.84,5
m_2967,16850,30,93,nan,nan,41.63,33.84,4
m_2967,16860,29,93,nan,nan,41.63,33.84,2
m_2967,16970,27,93,nan,nan,41.63,33.84,2
m_2967,17020,35,94,nan,nan,41.63,33.84,2
m_2967,17060,31,93,nan,nan,41.63,33.84,3
m_2967,17120,27,93,nan,nan,41.63,33.84,3
m_2967,17130,28,93,nan,nan,41.63,33.84,3
m_2967,17150,38,95,nan,nan,41.63,33.84,3
m_2967,17220,46,95,nan,nan,41.63,33.85,4
m_2967,17410,44,92,nan,nan,41.64,33.85,7
m_2967,17480,36,94,nan,nan,41.64,33.85,4
m_2967,17610,32,92,nan,nan,41.64,33.85,3
m_2967,17680,31,90,nan,nan,41.64,33.85,6
m_2967,17720,26,91,nan,nan,41.64,33.85,4
m_2967,17820,34,92,nan,nan,41.65,33.85,4
m_2967,17980,30,91,nan,nan,41.65,33.85,4
m_2967,18000,26,91,nan,nan,41.65,33.85,7
m_2967,18030,30,91,nan,nan,41.65,33.85,7
m_2967,18060,34,94,nan,nan,41.65,33.85,6
m_2967,18120,35,92,nan,nan,41.65,33.86,8
m_2967,18260,29,91,nan,nan,41.65,33.86,3
m_2967,18300,33,92,nan,nan,41.65,33.86,2
m_2967,18450,32,94,nan,nan,41.66,33.86,5
m_2967,18520,37,94,nan,nan,41.66,33.86,3
m_2967,18590,40,95,nan,nan,41.66,33.86,3
m_2967,18760,42,95,nan,nan,41.66,33.86,3
m_2967,18910,37,91,nan,nan,41.67,33.87,3
m_2967,18990,28,92,nan,nan,41.67,33.87,2
m_2967,19030,32,91,nan,nan,41.67,33.87,3
m_2967,19180,26,89,nan,nan,41.67,33.87,3
m_2967,19210,34,88,nan,nan,41.67,33.87,3
